local_datetime,segment_id,direction,turn_type,volume
6/27/2025,Washington and Avenue 48,sb,Left,1991
6/28/2025,Washington and Avenue 48,sb,Through,13608
6/28/2025,Washington and Avenue 48,sb,Left,1592
6/29/2025,Washington and Avenue 48,sb,Through,11363
6/29/2025,Washington and Avenue 48,sb,Left,1649
6/30/2025,Washington and Avenue 48,sb,Through,15910
6/30/2025,Washington and Avenue 48,sb,Left,1979
6/15/2025,Washington and Avenue 48,nb,Right,3
6/15/2025,Washington and Avenue 48,nb,Through,11
6/16/2025,Washington and Avenue 48,nb,Right,1526
6/16/2025,Washington and Avenue 48,nb,Through,4832
6/17/2025,Washington and Avenue 48,nb,Right,1603
6/17/2025,Washington and Avenue 48,nb,Through,4866
6/18/2025,Washington and Avenue 48,nb,Right,1552
6/18/2025,Washington and Avenue 48,nb,Through,5016
6/19/2025,Washington and Avenue 48,nb,Right,1447
6/19/2025,Washington and Avenue 48,nb,Through,4808
6/20/2025,Washington and Avenue 48,nb,Right,1558
6/20/2025,Washington and Avenue 48,nb,Through,5161
6/21/2025,Washington and Avenue 48,nb,Right,1233
6/21/2025,Washington and Avenue 48,nb,Through,4182
6/22/2025,Washington and Avenue 48,nb,Right,1039
6/22/2025,Washington and Avenue 48,nb,Through,3471
6/23/2025,Washington and Avenue 48,nb,Right,3239
6/23/2025,Washington and Avenue 48,nb,Through,10029
6/24/2025,Washington and Avenue 48,nb,Right,4865
6/24/2025,Washington and Avenue 48,nb,Through,14771
6/25/2025,Washington and Avenue 48,nb,Right,4499
6/25/2025,Washington and Avenue 48,nb,Through,14806
6/26/2025,Washington and Avenue 48,nb,Right,4062
6/26/2025,Washington and Avenue 48,nb,Through,12173
6/27/2025,Washington and Avenue 48,nb,Right,4473
6/27/2025,Washington and Avenue 48,nb,Through,14390
6/28/2025,Washington and Avenue 48,nb,Right,3728
6/28/2025,Washington and Avenue 48,nb,Through,12028
6/29/2025,Washington and Avenue 48,nb,Right,3095
6/29/2025,Washington and Avenue 48,nb,Through,10018
6/30/2025,Washington and Avenue 48,nb,Right,4395
6/30/2025,Washington and Avenue 48,nb,Through,14176
6/15/2025,Washington Avenue and Avenue 47,eb,Right,0
6/15/2025,Washington Avenue and Avenue 47,eb,Through,0
6/15/2025,Washington Avenue and Avenue 47,eb,Left,0
6/16/2025,Washington Avenue and Avenue 47,eb,Right,96
6/16/2025,Washington Avenue and Avenue 47,eb,Through,2
6/16/2025,Washington Avenue and Avenue 47,eb,Left,48
6/17/2025,Washington Avenue and Avenue 47,eb,Right,4
6/17/2025,Washington Avenue and Avenue 47,eb,Through,0
6/17/2025,Washington Avenue and Avenue 47,eb,Left,0
6/18/2025,Washington Avenue and Avenue 47,eb,Right,14
6/18/2025,Washington Avenue and Avenue 47,eb,Through,0
6/18/2025,Washington Avenue and Avenue 47,eb,Left,0
6/19/2025,Washington Avenue and Avenue 47,eb,Right,9
6/19/2025,Washington Avenue and Avenue 47,eb,Through,0
6/19/2025,Washington Avenue and Avenue 47,eb,Left,0
6/20/2025,Washington Avenue and Avenue 47,eb,Right,11
6/20/2025,Washington Avenue and Avenue 47,eb,Through,1
6/20/2025,Washington Avenue and Avenue 47,eb,Left,0
6/21/2025,Washington Avenue and Avenue 47,eb,Right,7
6/21/2025,Washington Avenue and Avenue 47,eb,Through,1
6/21/2025,Washington Avenue and Avenue 47,eb,Left,0
6/22/2025,Washington Avenue and Avenue 47,eb,Right,10
6/22/2025,Washington Avenue and Avenue 47,eb,Through,1
6/22/2025,Washington Avenue and Avenue 47,eb,Left,2
6/23/2025,Washington Avenue and Avenue 47,eb,Right,15
6/23/2025,Washington Avenue and Avenue 47,eb,Through,0
6/23/2025,Washington Avenue and Avenue 47,eb,Left,0
6/24/2025,Washington Avenue and Avenue 47,eb,Right,22
6/24/2025,Washington Avenue and Avenue 47,eb,Through,0
6/24/2025,Washington Avenue and Avenue 47,eb,Left,0
6/25/2025,Washington Avenue and Avenue 47,eb,Right,2
6/25/2025,Washington Avenue and Avenue 47,eb,Through,0
6/25/2025,Washington Avenue and Avenue 47,eb,Left,0
6/26/2025,Washington Avenue and Avenue 47,eb,Right,12
6/26/2025,Washington Avenue and Avenue 47,eb,Through,0
6/26/2025,Washington Avenue and Avenue 47,eb,Left,0
6/27/2025,Washington Avenue and Avenue 47,eb,Right,7
6/27/2025,Washington Avenue and Avenue 47,eb,Through,0
6/27/2025,Washington Avenue and Avenue 47,eb,Left,0
6/28/2025,Washington Avenue and Avenue 47,eb,Right,2
6/28/2025,Washington Avenue and Avenue 47,eb,Through,4
6/28/2025,Washington Avenue and Avenue 47,eb,Left,0
6/29/2025,Washington Avenue and Avenue 47,eb,Right,1
6/29/2025,Washington Avenue and Avenue 47,eb,Through,1
6/29/2025,Washington Avenue and Avenue 47,eb,Left,0
6/30/2025,Washington Avenue and Avenue 47,eb,Right,9
6/30/2025,Washington Avenue and Avenue 47,eb,Through,1
6/30/2025,Washington Avenue and Avenue 47,eb,Left,0
6/15/2025,Washington Avenue and Avenue 47,wb,Right,0
6/15/2025,Washington Avenue and Avenue 47,wb,Through,0
6/15/2025,Washington Avenue and Avenue 47,wb,Left,0
6/16/2025,Washington Avenue and Avenue 47,wb,Right,277
6/16/2025,Washington Avenue and Avenue 47,wb,Through,25
6/16/2025,Washington Avenue and Avenue 47,wb,Left,320
6/17/2025,Washington Avenue and Avenue 47,wb,Right,141
6/17/2025,Washington Avenue and Avenue 47,wb,Through,3
6/17/2025,Washington Avenue and Avenue 47,wb,Left,1
6/18/2025,Washington Avenue and Avenue 47,wb,Right,100
6/18/2025,Washington Avenue and Avenue 47,wb,Through,4
6/18/2025,Washington Avenue and Avenue 47,wb,Left,3
6/19/2025,Washington Avenue and Avenue 47,wb,Right,120
6/19/2025,Washington Avenue and Avenue 47,wb,Through,5
6/19/2025,Washington Avenue and Avenue 47,wb,Left,0
6/20/2025,Washington Avenue and Avenue 47,wb,Right,97
6/20/2025,Washington Avenue and Avenue 47,wb,Through,3
6/20/2025,Washington Avenue and Avenue 47,wb,Left,1
6/21/2025,Washington Avenue and Avenue 47,wb,Right,68
6/21/2025,Washington Avenue and Avenue 47,wb,Through,2
6/21/2025,Washington Avenue and Avenue 47,wb,Left,0
6/22/2025,Washington Avenue and Avenue 47,wb,Right,69
6/22/2025,Washington Avenue and Avenue 47,wb,Through,7
6/22/2025,Washington Avenue and Avenue 47,wb,Left,0
6/23/2025,Washington Avenue and Avenue 47,wb,Right,98
6/23/2025,Washington Avenue and Avenue 47,wb,Through,3
6/23/2025,Washington Avenue and Avenue 47,wb,Left,0
6/24/2025,Washington Avenue and Avenue 47,wb,Right,137
6/24/2025,Washington Avenue and Avenue 47,wb,Through,4
6/24/2025,Washington Avenue and Avenue 47,wb,Left,0
6/25/2025,Washington Avenue and Avenue 47,wb,Right,125
6/25/2025,Washington Avenue and Avenue 47,wb,Through,6
6/25/2025,Washington Avenue and Avenue 47,wb,Left,0
6/26/2025,Washington Avenue and Avenue 47,wb,Right,112
6/26/2025,Washington Avenue and Avenue 47,wb,Through,4
6/26/2025,Washington Avenue and Avenue 47,wb,Left,1
6/27/2025,Washington Avenue and Avenue 47,wb,Right,111
6/27/2025,Washington Avenue and Avenue 47,wb,Through,5
6/27/2025,Washington Avenue and Avenue 47,wb,Left,0
6/28/2025,Washington Avenue and Avenue 47,wb,Right,51
6/28/2025,Washington Avenue and Avenue 47,wb,Through,3
6/28/2025,Washington Avenue and Avenue 47,wb,Left,0
6/29/2025,Washington Avenue and Avenue 47,wb,Right,65
6/29/2025,Washington Avenue and Avenue 47,wb,Through,0
6/29/2025,Washington Avenue and Avenue 47,wb,Left,0
6/30/2025,Washington Avenue and Avenue 47,wb,Right,101
6/30/2025,Washington Avenue and Avenue 47,wb,Through,0
6/30/2025,Washington Avenue and Avenue 47,wb,Left,0
6/15/2025,Washington Avenue and Avenue 47,sb,Right,0
6/15/2025,Washington Avenue and Avenue 47,sb,Through,5
6/15/2025,Washington Avenue and Avenue 47,sb,Left,1
6/16/2025,Washington Avenue and Avenue 47,sb,Right,619
6/16/2025,Washington Avenue and Avenue 47,sb,Through,3089
6/16/2025,Washington Avenue and Avenue 47,sb,Left,198
6/17/2025,Washington Avenue and Avenue 47,sb,Right,94
6/17/2025,Washington Avenue and Avenue 47,sb,Through,4390
6/17/2025,Washington Avenue and Avenue 47,sb,Left,240
6/18/2025,Washington Avenue and Avenue 47,sb,Right,59
6/18/2025,Washington Avenue and Avenue 47,sb,Through,4613
6/18/2025,Washington Avenue and Avenue 47,sb,Left,211
6/19/2025,Washington Avenue and Avenue 47,sb,Right,77
6/19/2025,Washington Avenue and Avenue 47,sb,Through,4525
6/19/2025,Washington Avenue and Avenue 47,sb,Left,201
6/20/2025,Washington Avenue and Avenue 47,sb,Right,72
6/20/2025,Washington Avenue and Avenue 47,sb,Through,4751
6/20/2025,Washington Avenue and Avenue 47,sb,Left,201
6/21/2025,Washington Avenue and Avenue 47,sb,Right,78
6/21/2025,Washington Avenue and Avenue 47,sb,Through,3858
6/21/2025,Washington Avenue and Avenue 47,sb,Left,117
6/22/2025,Washington Avenue and Avenue 47,sb,Right,47
6/22/2025,Washington Avenue and Avenue 47,sb,Through,3150
6/22/2025,Washington Avenue and Avenue 47,sb,Left,97
6/23/2025,Washington Avenue and Avenue 47,sb,Right,49
6/23/2025,Washington Avenue and Avenue 47,sb,Through,4354
6/23/2025,Washington Avenue and Avenue 47,sb,Left,172
6/24/2025,Washington Avenue and Avenue 47,sb,Right,78
6/24/2025,Washington Avenue and Avenue 47,sb,Through,4724
6/24/2025,Washington Avenue and Avenue 47,sb,Left,193
6/25/2025,Washington Avenue and Avenue 47,sb,Right,52
6/25/2025,Washington Avenue and Avenue 47,sb,Through,4686
6/25/2025,Washington Avenue and Avenue 47,sb,Left,201
6/26/2025,Washington Avenue and Avenue 47,sb,Right,84
6/26/2025,Washington Avenue and Avenue 47,sb,Through,4617
6/26/2025,Washington Avenue and Avenue 47,sb,Left,183
6/27/2025,Washington Avenue and Avenue 47,sb,Right,63
6/27/2025,Washington Avenue and Avenue 47,sb,Through,4582
6/27/2025,Washington Avenue and Avenue 47,sb,Left,169
6/28/2025,Washington Avenue and Avenue 47,sb,Right,66
6/28/2025,Washington Avenue and Avenue 47,sb,Through,3619
6/28/2025,Washington Avenue and Avenue 47,sb,Left,147
6/29/2025,Washington Avenue and Avenue 47,sb,Right,42
6/29/2025,Washington Avenue and Avenue 47,sb,Through,2862
6/29/2025,Washington Avenue and Avenue 47,sb,Left,116
6/30/2025,Washington Avenue and Avenue 47,sb,Right,73
6/30/2025,Washington Avenue and Avenue 47,sb,Through,4061
6/30/2025,Washington Avenue and Avenue 47,sb,Left,190
6/15/2025,Washington Avenue and Avenue 47,nb,Right,3
6/15/2025,Washington Avenue and Avenue 47,nb,Through,4
6/15/2025,Washington Avenue and Avenue 47,nb,Left,0
6/16/2025,Washington Avenue and Avenue 47,nb,Right,1018
6/16/2025,Washington Avenue and Avenue 47,nb,Through,3957
6/16/2025,Washington Avenue and Avenue 47,nb,Left,80
6/17/2025,Washington Avenue and Avenue 47,nb,Right,1160
6/17/2025,Washington Avenue and Avenue 47,nb,Through,5030
6/17/2025,Washington Avenue and Avenue 47,nb,Left,8
6/18/2025,Washington Avenue and Avenue 47,nb,Right,1334
6/18/2025,Washington Avenue and Avenue 47,nb,Through,5072
6/18/2025,Washington Avenue and Avenue 47,nb,Left,10
6/19/2025,Washington Avenue and Avenue 47,nb,Right,1070
6/19/2025,Washington Avenue and Avenue 47,nb,Through,4818
6/19/2025,Washington Avenue and Avenue 47,nb,Left,12
6/20/2025,Washington Avenue and Avenue 47,nb,Right,1424
6/20/2025,Washington Avenue and Avenue 47,nb,Through,5395
6/20/2025,Washington Avenue and Avenue 47,nb,Left,12
6/21/2025,Washington Avenue and Avenue 47,nb,Right,1252
6/21/2025,Washington Avenue and Avenue 47,nb,Through,4208
6/21/2025,Washington Avenue and Avenue 47,nb,Left,11
6/22/2025,Washington Avenue and Avenue 47,nb,Right,918
6/22/2025,Washington Avenue and Avenue 47,nb,Through,3468
6/22/2025,Washington Avenue and Avenue 47,nb,Left,17
6/23/2025,Washington Avenue and Avenue 47,nb,Right,1236
6/23/2025,Washington Avenue and Avenue 47,nb,Through,4703
6/23/2025,Washington Avenue and Avenue 47,nb,Left,16
6/24/2025,Washington Avenue and Avenue 47,nb,Right,1324
6/24/2025,Washington Avenue and Avenue 47,nb,Through,5161
6/24/2025,Washington Avenue and Avenue 47,nb,Left,13
6/25/2025,Washington Avenue and Avenue 47,nb,Right,1202
6/25/2025,Washington Avenue and Avenue 47,nb,Through,5047
6/25/2025,Washington Avenue and Avenue 47,nb,Left,10
6/26/2025,Washington Avenue and Avenue 47,nb,Right,1342
6/26/2025,Washington Avenue and Avenue 47,nb,Through,5026
6/26/2025,Washington Avenue and Avenue 47,nb,Left,9
6/27/2025,Washington Avenue and Avenue 47,nb,Right,1256
6/27/2025,Washington Avenue and Avenue 47,nb,Through,4989
6/27/2025,Washington Avenue and Avenue 47,nb,Left,8
6/28/2025,Washington Avenue and Avenue 47,nb,Right,1011
6/28/2025,Washington Avenue and Avenue 47,nb,Through,3996
6/28/2025,Washington Avenue and Avenue 47,nb,Left,10
6/29/2025,Washington Avenue and Avenue 47,nb,Right,942
6/29/2025,Washington Avenue and Avenue 47,nb,Through,3209
6/29/2025,Washington Avenue and Avenue 47,nb,Left,26
6/30/2025,Washington Avenue and Avenue 47,nb,Right,1113
6/30/2025,Washington Avenue and Avenue 47,nb,Through,4733
6/30/2025,Washington Avenue and Avenue 47,nb,Left,15
